010918,53.41,55.00,53.17,54.32,41591300
010919,54.46,54.70,50.60,53.87,63475100
010920,52.35,52.61,50.67,50.76,58991600
010921,47.92,50.60,47.50,49.71,92488300
010924,50.65,52.45,49.87,52.01,42790100
010925,52.27,53.00,50.16,51.30,42470300
010926,51.51,51.80,49.55,50.27,29262200
010927,50.10,50.68,48.00,49.96,40595600
010928,49.62,51.59,48.98,51.17,58320600
011001,50.94,52.50,50.41,51.79,34999800
011002,51.63,53.55,51.56,53.05,40430400
011003,52.48,56.93,52.40,56.23,48599600
011004,56.92,58.40,56.21,56.44,50889000
011005,56.16,58.00,54.94,57.72,40422200
011008,56.80,58.65,56.74,58.04,30302900
011009,57.50,57.57,54.19,54.56,49738800
011010,53.60,55.75,53.00,55.51,43174600
011011,55.76,56.84,54.59,56.32,41871300
011012,55.70,56.64,54.55,56.38,31653500
011015,55.90,58.50,55.85,58.06,34218500
011016,57.87,58.91,57.21,58.45,33084500
011017,59.12,59.30,55.98,56.03,36855300
011018,56.34,57.58,55.50,56.75,39174000
011019,57.40,58.01,55.63,57.90,45609800
011022,57.90,60.18,57.47,60.16,36161800
